,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5,4687,Binance USD,BUSD,binance-usd,4879,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,19080569131.069256,19080569131.069256,,6,,,,2022-08-24T19:54:00.000Z,0.999721647278244,4792786526.746577,-1.1894,-0.03121575,-0.02807746,-0.01818419,-0.11365067,-0.12649841,-0.07081396,19075258002.718967,1.8248,19075258002.72,,2022-08-24T19:54:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-08-24 19:55:50.739117
6,52,XRP,XRP,xrp,807,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49537223666.0,99989330486.0,,7,,,,2022-08-24T19:54:00.000Z,0.34994519453998585,933996606.9852792,-1.2386,0.89461362,1.3517716,-7.30309758,2.45375576,-2.75635633,-10.9318534,17335313372.76916,1.658,34994519454.0,,2022-08-24T19:54:00.000Z,,,,,,2022-08-24 19:55:50.739117
7,2010,Cardano,ADA,cardano,559,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34277702081.605,,8,,,,2022-08-24T19:54:00.000Z,0.46542973134640186,504940589.0889535,-12.7953,0.36871281,0.97873738,-13.52799762,-3.99415761,-4.68076628,-3.81071889,15703146977.976442,1.5019,20944337910.59,,2022-08-24T19:54:00.000Z,,,,,,2022-08-24 19:55:50.739117
8,5426,Solana,SOL,solana,368,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,349250834.66365105,511616946.142289,,9,,,,2022-08-24T19:54:00.000Z,36.04249924470169,910578090.0668237,0.0062,0.49542852,1.92469166,-11.72364035,-4.21055657,-10.56706345,-18.82131796,12587872944.576077,1.204,18439953394.91,,2022-08-24T19:54:00.000Z,,,,,,2022-08-24 19:55:50.739117
9,74,Dogecoin,DOGE,dogecoin,554,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-08-24T19:54:00.000Z,0.0692930622016222,334025057.05964833,-5.4684,0.16362769,1.35081858,-15.60372417,8.67046863,2.83355445,-12.07043203,9193163522.969318,0.8793,9193163522.97,,2022-08-24T19:54:00.000Z,,,,,,2022-08-24 19:55:50.739117
10,6636,Polkadot,DOT,polkadot-new,402,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1125884507.0162828,1225714258.1704626,,11,904869778.0,6981426937.923969,,2022-08-24T19:54:00.000Z,7.715394090578157,311788676.64251196,-12.7115,0.46965877,1.29578801,-8.27131118,11.47650672,-3.54243642,-16.16872119,8686642672.10693,0.831,9456868544.23,,2022-08-24T19:54:00.000Z,,,,,,2022-08-24 19:55:50.739117
11,5994,Shiba Inu,SHIB,shiba-inu,405,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,12,,,,2022-08-24T19:54:00.000Z,1.3320127168407477e-05,393077659.4670418,-4.6614,0.33875077,1.1702799,-13.43741276,21.40945935,16.0349003,23.22397306,7313592698.13512,0.6995,7855345600.7,,2022-08-24T19:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-08-24 19:55:50.739117
12,4943,Dai,DAI,multi-collateral-dai,1267,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6962837631.8760805,6962837631.8760805,,13,,,,2022-08-24T19:54:00.000Z,1.0000651883674085,418858710.326793,-10.3601,0.05610067,0.04322154,0.0897642,0.07054543,-0.02896423,-0.04691911,6963291527.893833,0.6659,6963291527.89,,2022-08-24T19:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-08-24 19:55:50.739117
13,3890,Polygon,MATIC,polygon,469,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8042124673.28493,10000000000.0,,14,,,,2022-08-24T19:54:00.000Z,0.8367177994746484,330958444.25381136,-14.5898,0.73816699,1.15363162,-6.95134328,3.81676005,40.21617639,38.13287102,6728988859.731743,0.6437,8367177994.75,,2022-08-24T19:54:00.000Z,,,,,,2022-08-24 19:55:50.739117
14,5805,Avalanche,AVAX,avalanche,306,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,285031245.3713636,404229626.49901325,,15,,,,2022-08-24T19:54:00.000Z,23.542030531767274,359814131.0069235,-21.1112,1.16804601,1.01737286,-10.11904827,9.51891801,15.5739679,-3.23297283,6710214281.040291,0.6418,16950261982.87,,2022-08-24T19:54:00.000Z,,,,,,2022-08-24 19:55:50.739117
0,1,Bitcoin,BTC,bitcoin,9703,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19130900.0,19130900.0,,1,,,,2022-08-24T19:58:00.000Z,21730.620767354318,32007501527.367184,-0.9976,0.20949127,0.95426117,-6.72394216,-0.30988324,2.49894459,-26.11078033,415726332838.1787,39.7992,456343036114.44,,2022-08-24T19:58:00.000Z,,,,,,2022-08-24 19:59:59.745605
1,1027,Ethereum,ETH,ethereum,6042,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,122095544.499,122095544.499,,2,,,,2022-08-24T19:58:00.000Z,1680.650333350035,16965949679.693295,-9.3977,0.66029201,1.75736373,-8.59957184,13.04462003,39.40710901,-8.23760909,205199917562.79837,19.6417,205199917562.8,,2022-08-24T19:58:00.000Z,,,,,,2022-08-24 19:59:59.745605
2,825,Tether,USDT,tether,38806,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,67549555015.62651,69157777033.00569,,3,,,,2022-08-24T19:58:00.000Z,1.000003660907083,48785046828.97698,-7.9146,0.00207786,0.00083542,-0.00248655,-0.00350333,0.05012195,0.10376276,67549802308.27092,6.4646,69158030213.2,,2022-08-24T19:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-08-24 19:59:59.745605
3,3408,USD Coin,USDC,usd-coin,5945,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,52274835083.95328,52274835083.95328,,4,,,,2022-08-24T19:58:00.000Z,0.999908604530249,7365528481.465891,35.2387,-0.00964818,-0.01237263,-0.00200731,-0.01613412,-0.01018404,-0.03319923,52270057400.84462,5.004,52270057400.84,,2022-08-24T19:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-08-24 19:59:59.745605
4,1839,BNB,BNB,bnb,1088,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-08-24T19:58:00.000Z,299.12499521644867,941497080.4177861,-14.991,0.18588684,0.152627,-2.83663903,18.59423391,26.9316954,-3.28062178,48260007451.78118,4.6194,59824999043.29,,2022-08-24T19:58:00.000Z,,,,,,2022-08-24 19:59:59.745605
5,4687,Binance USD,BUSD,binance-usd,4879,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,19080569131.069256,19080569131.069256,,6,,,,2022-08-24T19:58:00.000Z,0.9997332681746919,4795160362.708617,-1.1133,-0.04381015,-0.0336836,-0.01191623,-0.10070485,-0.1960422,-0.06606862,19075479736.037006,1.8263,19075479736.04,,2022-08-24T19:58:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-08-24 19:59:59.745605
6,52,XRP,XRP,xrp,807,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49537223666.0,99989330486.0,,7,,,,2022-08-24T19:58:00.000Z,0.34981874303567684,934624641.6658683,-1.1942,0.7892761,1.3012341,-7.31330544,2.12872421,-2.85658718,-10.87994531,17329049316.317303,1.6587,34981874303.57,,2022-08-24T19:58:00.000Z,,,,,,2022-08-24 19:59:59.745605
7,2010,Cardano,ADA,cardano,559,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34277702081.605,,8,,,,2022-08-24T19:58:00.000Z,0.4651916567204587,504729016.106393,-12.7844,0.23059927,0.8338166,-13.51937429,-4.28356684,-4.84254177,-3.57285671,15695114571.382868,1.5023,20933624552.42,,2022-08-24T19:58:00.000Z,,,,,,2022-08-24 19:59:59.745605
8,5426,Solana,SOL,solana,368,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,349250834.66365105,511616946.142289,,9,,,,2022-08-24T19:58:00.000Z,35.937818801739944,912181978.2523617,0.2853,0.18018984,1.46944788,-11.8781081,-5.10171355,-10.81147915,-18.76665609,12551313212.498728,1.2016,18386397106.36,,2022-08-24T19:58:00.000Z,,,,,,2022-08-24 19:59:59.745605
9,74,Dogecoin,DOGE,dogecoin,554,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-08-24T19:58:00.000Z,0.0692001467046297,334216512.19745666,-5.4316,-0.04163342,1.16560162,-15.51295718,8.34102044,2.60136114,-12.02753142,9180836352.96802,0.8788,9180836352.97,,2022-08-24T19:58:00.000Z,,,,,,2022-08-24 19:59:59.745605
10,6636,Polkadot,DOT,polkadot-new,402,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1125884507.0162828,1225714258.1704626,,11,904869778.0,6953884074.452939,,2022-08-24T19:58:00.000Z,7.684955607449782,313149557.2451053,-12.3963,0.05293319,0.79579987,-8.6241879,10.67432071,-3.96989665,-16.26564684,8652372455.535616,0.8284,9419559661.46,,2022-08-24T19:58:00.000Z,,,,,,2022-08-24 19:59:59.745605
11,5994,Shiba Inu,SHIB,shiba-inu,405,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,12,,,,2022-08-24T19:58:00.000Z,1.330517928472314e-05,392992760.30535233,-4.7276,0.16771907,0.86013984,-13.47574133,21.18483863,15.77888807,23.44897065,7305385364.107138,0.6993,7846530310.06,,2022-08-24T19:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-08-24 19:59:59.745605
12,4943,Dai,DAI,multi-collateral-dai,1267,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6962837631.8760805,6962837631.8760805,,13,,,,2022-08-24T19:58:00.000Z,0.9999902537988057,421053653.738003,-9.8093,0.04434604,0.01947533,0.09575397,0.02274321,-0.04098998,-0.04601157,6962769770.6596365,0.6663,6962769770.66,,2022-08-24T19:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-08-24 19:59:59.745605
13,3890,Polygon,MATIC,polygon,469,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8042124673.28493,10000000000.0,,14,,,,2022-08-24T19:58:00.000Z,0.8352560615144968,329768551.81708896,-15.1709,0.51833799,0.80106298,-7.05681974,3.218913,39.4969522,38.2518621,6717233380.81653,0.6431,8352560615.14,,2022-08-24T19:58:00.000Z,,,,,,2022-08-24 19:59:59.745605
14,5805,Avalanche,AVAX,avalanche,306,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,285031245.3713636,404229626.49901325,,15,,,,2022-08-24T19:58:00.000Z,23.51400383210451,361279135.40246606,-20.7855,0.95217443,0.73892565,-10.18412226,8.99120203,15.44151469,-2.85222367,6702225795.931765,0.6415,16930082759.12,,2022-08-24T19:58:00.000Z,,,,,,2022-08-24 19:59:59.745605
0,1,Bitcoin,BTC,bitcoin,9703,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19130900.0,19130900.0,,1,,,,2022-08-24T19:59:00.000Z,21727.500581130746,32005898443.582203,-0.998,0.2235222,0.93241356,-6.73568169,-0.3211726,2.49112791,-26.10685862,415666640867.5542,39.7935,456277512203.75,,2022-08-24T19:59:00.000Z,,,,,,2022-08-24 20:01:00.546237
1,1027,Ethereum,ETH,ethereum,6042,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,122095544.499,122095544.499,,2,,,,2022-08-24T19:59:00.000Z,1680.1190824184962,16963013171.714117,-9.4177,0.65769429,1.70707722,-8.63196402,12.99180273,39.36560836,-8.2434828,205135054191.04654,19.6355,205135054191.05,,2022-08-24T19:59:00.000Z,,,,,,2022-08-24 20:01:00.546237
2,825,Tether,USDT,tether,38806,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,67549555015.62651,69157777033.00569,,3,,,,2022-08-24T19:59:00.000Z,0.9999917205320146,48783495954.00037,-7.9176,0.00064018,0.00031337,-0.00354967,-0.00470221,0.04951178,0.09922531,67548995741.24833,6.4645,69157204443.4,,2022-08-24T19:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-08-24 20:01:00.546237
3,3408,USD Coin,USDC,usd-coin,5945,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,52274835083.95328,52274835083.95328,,4,,,,2022-08-24T19:59:00.000Z,0.9999257895746613,7365513043.70416,35.2384,-0.00567357,-0.00850993,0.00071854,-0.01735379,-0.00704274,-0.03188523,52270955746.207184,5.0041,52270955746.21,,2022-08-24T19:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-08-24 20:01:00.546237
4,1839,BNB,BNB,bnb,1088,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-08-24T19:59:00.000Z,299.0482521214273,941352359.4729415,-15.0078,0.19051586,0.1314296,-2.8666412,18.57845839,26.90492797,-3.29770695,48247625931.022865,4.6182,59809650424.29,,2022-08-24T19:59:00.000Z,,,,,,2022-08-24 20:01:00.546237
5,4687,Binance USD,BUSD,binance-usd,4879,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,19080569131.069256,19080569131.069256,,6,,,,2022-08-24T19:59:00.000Z,0.9997651659533374,4794409577.329727,-1.1531,-0.04002752,-0.02949367,-0.00905635,-0.09867351,-0.19007484,-0.06551591,19076088363.807583,1.8263,19076088363.81,,2022-08-24T19:59:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-08-24 20:01:00.546237
6,52,XRP,XRP,xrp,807,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49537223666.0,99989330486.0,,7,,,,2022-08-24T19:59:00.000Z,0.34978163566433534,934641367.4005488,-1.208,0.78376214,1.2849164,-7.32583639,2.12432735,-2.885061,-10.88842371,17327211120.1635,1.6586,34978163566.43,,2022-08-24T19:59:00.000Z,,,,,,2022-08-24 20:01:00.546237
7,2010,Cardano,ADA,cardano,559,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34277702081.605,,8,,,,2022-08-24T19:59:00.000Z,0.46512876580140783,504739456.708999,-12.8008,0.23868128,0.81220818,-13.53270058,-4.29459592,-4.85189305,-3.5664577,15692992692.871628,1.5021,20930794461.06,,2022-08-24T19:59:00.000Z,,,,,,2022-08-24 20:01:00.546237
8,5426,Solana,SOL,solana,368,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,349250834.66365105,511616946.142289,,9,,,,2022-08-24T19:59:00.000Z,35.929704597127646,912235334.9809799,0.3155,0.17887118,1.42186176,-11.90093654,-5.11315936,-10.84814229,-18.76138706,12548479319.765251,1.2013,18382245741.78,,2022-08-24T19:59:00.000Z,,,,,,2022-08-24 20:01:00.546237
9,74,Dogecoin,DOGE,dogecoin,554,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-08-24T19:59:00.000Z,0.06918680744694021,334326592.7927738,-5.4222,-0.00587355,1.13450073,-15.53273475,8.34012778,2.58309062,-12.02364683,9179066623.455162,0.8786,9179066623.46,,2022-08-24T19:59:00.000Z,,,,,,2022-08-24 20:01:00.546237
10,6636,Polkadot,DOT,polkadot-new,402,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1125884507.0162828,1225714258.1704626,,11,904869778.0,6952052810.323562,,2022-08-24T19:59:00.000Z,7.68293181996798,313722989.0882895,-12.207,0.05518365,0.74184111,-8.66160154,10.64580122,-3.98794847,-16.26620028,8650093904.564362,0.8282,9417079076.29,,2022-08-24T19:59:00.000Z,,,,,,2022-08-24 20:01:00.546237
11,5994,Shiba Inu,SHIB,shiba-inu,405,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,12,,,,2022-08-24T19:59:00.000Z,1.3303109689606718e-05,392931335.85109633,-4.764,0.18213226,0.80391585,-13.48893996,21.15412264,15.77824472,23.43709998,7304249025.426568,0.6992,7845309797.33,,2022-08-24T19:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-08-24 20:01:00.546237
12,4943,Dai,DAI,multi-collateral-dai,1267,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6962837631.8760805,6962837631.8760805,,13,,,,2022-08-24T19:59:00.000Z,0.9999623546875517,421048871.09252137,-9.8153,0.03961867,0.00652798,0.0915557,0.02179798,-0.04058768,-0.05097486,6962575513.677901,0.6663,6962575513.68,,2022-08-24T19:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-08-24 20:01:00.546237
13,3890,Polygon,MATIC,polygon,469,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8042124673.28493,10000000000.0,,14,,,,2022-08-24T19:59:00.000Z,0.834999061548297,329102904.4497673,-15.5653,0.51538064,0.67401889,-7.08424381,3.19850138,39.44195544,38.16447009,6715166555.047321,0.6429,8349990615.48,,2022-08-24T19:59:00.000Z,,,,,,2022-08-24 20:01:00.546237
